姓名,選區,政黨,現任立委,曾任立委,生日,年齡,照片,wiki,FB 粉絲專頁,學歷,學歷連結,經歷,經歷連結,政見,政見連結
李旻蔚,新北市第三選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/72573246_102020401225057_471033899485495296_n.jpg?_nc_cat=109&_nc_oc=AQk40fbMjo2jHQvyrYO3UDMhux48gdm4ODSHnUVUo40aH7FUaX6SrEqhSJ2QF1yDeyJhSmDHEH1f2XR1aByTIPiD&_nc_ht=scontent.ftpe7-2.fna&oh=a90fe8199ac5db9b368bb67a6f7dd56e&oe=5E4E7FF6,,https://www.facebook.com/SanchongGirl/,,,,,,
李翁月娥,新北市第三選舉區,無黨籍,N,N,1958-01-05,62,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/53749578_2202752649771164_892817443347496960_n.jpg?_nc_cat=101&_nc_oc=AQmswqHipSpWQ4BBsXg8KkkIItywhvzPCfnYEcxMppqaiLLut2bta3X_sz8gpIPekXqqqGfLei90ixs9zAcgg8w1&_nc_ht=scontent.ftpe7-4.fna&oh=6656d75d267c6f3214382569378c1f8e&oe=5E4C9E02,https://zh.wikipedia.org/wiki/李翁月娥,https://www.facebook.com/yourliweng/,,,,,,
陳明義,新北市第四選舉區,中國國民黨,N,N,1967-09-18,52,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/50048290_2076816049051822_3576981959634583552_o.jpg?_nc_cat=102&_nc_oc=AQkj9NEea19GOsZCR69rNAuwDjjvxH6ebFGz5mkyeQ_c0-KmwE6kHIpmppZNysQKczyhhxktztpZkgIFxNePV5in&_nc_ht=scontent.ftpe7-3.fna&oh=ea7c05e6c33fd18e440121d0a8189712&oe=5E3ED7F4,https://zh.wikipedia.org/wiki/陳明義_,https://www.facebook.com/imingyi/,,,,,,
吳秉叡,新北市第四選舉區,民主進步黨,Y,Y,1966-10-07,53,http://www.ly.gov.tw/Images/Legislators/90014.jpg,https://zh.wikipedia.org/wiki/吳秉叡,https://www.facebook.com/Wubray/,士林國小;成功高中;國立政治大學法律系法學組學士;國立政治大學法律研究所碩士;,立法院OpenData,"野百合學運政大學生代表;司法官訓練所29期;臺東地方法院法官;臺灣司法改革連線成員;凱達格蘭學校國策班第1期。臺北縣政府縣長機要秘書;第6屆立法委員;律師;民進黨臺北縣、新北市黨部主委;第8屆不分區立法委員;第8屆第4、5會期民進黨立法院黨團書記長;
  ",立法院OpenData,,
賀樺,新北市第四選舉區,中國生產黨,N,N,,,,,,,,,,,
陳俊憲,新北市第四選舉區,安定力量,N,N,,,,,,,,,,,
王斯儀,新北市第四選舉區,國會政黨聯盟,N,N,,,,,,,,,,,
黃志雄,新北市第五選舉區,中國國民黨,N,Y,1976-10-16,43,http://www.ly.gov.tw/Images/Legislators/80075.jpg,https://zh.wikipedia.org/wiki/黃志雄,https://www.facebook.com/ChihHsiung.H/,國立體育大學博士班;文化大學運動教練研究所碩士;文化大學體育系國術組學士;國立華僑高中;樹林國中;文林國小;,立法院OpenData,第6屆全國不分區立法委員;第7、8屆區域立法委員;中華民國第43屆十大傑出青年;國際青商會會友、扶輪社友;中國國民黨立法院黨團副書記長;立法院教育文化委員會召委;文化大學華岡青年;新北市體育會理事長;2005年中國青年救國青年獎章;2004年雅典奧運跆拳道,立法院OpenData,,
蘇巧慧,新北市第五選舉區,民主進步黨,Y,Y,1976-04-05,44,http://www.ly.gov.tw/Images/Legislators/90109.jpg,https://zh.wikipedia.org/wiki/蘇巧慧,https://www.facebook.com/chiaohui.su/,美國賓州大學法律博士（SJD）候選人;美國賓州大學法律碩士(LLM);美國波士頓大學法律碩士(LLM);台大法律系司法組畢業;北一女中;,立法院OpenData,"超越基金會執行長;2004年總統大選律師後援會總聯絡人、驗票律師團律師;臺北縣偏鄉法律諮詢服務義務律師;萬國法律事務所律師;律師高考及格;
  ;",立法院OpenData,,
林國春,新北市第六選舉區,中國國民黨,N,N,1968-01-08,52,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/75348902_2769897696430038_4391365844093894656_o.jpg?_nc_cat=111&_nc_oc=AQm-m50K20WAgCoJxqR5zq1LLSDOqSvyczVlgmPsrJ0l_MuFw_s-kSATB4LVigjW2PZoUHSbqfNzBpfazKM7Fsw6&_nc_ht=scontent.ftpe7-2.fna&oh=15ec7a18d5bd6fac9220616907f1474b&oe=5E58E232,https://zh.wikipedia.org/wiki/林國春,https://www.facebook.com/supercoplin/,,,,,,
張宏陸,新北市第六選舉區,民主進步黨,Y,Y,1972-01-10,48,http://www.ly.gov.tw/Images/Legislators/90052.jpg,https://zh.wikipedia.org/wiki/張宏陸,https://www.facebook.com/hunglueball/,東吳大學政治系學士;國立臺北教育大學教育碩士;,立法院OpenData,"文化大學美國研究所;新北市議員;臺北縣民政局長;板橋市代理市長;臺北縣長室秘書;行政院秘書;行政院反恐辦公室副主任;蘇貞昌立委團隊助理;民進黨臺北縣黨部執行長;
  ;",立法院OpenData,,
石人仁,新北市第六選舉區,親民黨,N,N,,,,,,,,,,,
王向榮,新北市第六選舉區,無黨籍,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/58571139_2260069567369941_3290566988849479680_n.jpg?_nc_cat=110&_nc_oc=AQmGH8Dt2EnIGtjtqDUWCWnyf0rbrMzM2fosP0C__hXVKG-jE7iaKjE1GMlRpJU0wDq_ZChGylnz2u5xVex4tt64&_nc_ht=scontent.ftpe7-1.fna&oh=7e4ef14df5c0daebb0718062fe594588&oe=5E42FAB6,,https://www.facebook.com/%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E7%AB%8B%E5%A7%94%E6%93%AC%E5%8F%83%E9%81%B8%E4%BA%BA%E7%8E%8B%E5%90%91%E6%A6%AE-2254769834566581/,,,,,,
柯志恩,新北市第七選舉區,中國國民黨,Y,Y,1962-04-29,58,http://www.ly.gov.tw/Images/Legislators/90039.jpg,https://zh.wikipedia.org/wiki/柯志恩,https://www.facebook.com/KoChihEn/,美國南加大教育心理學博士;,立法院OpenData,"美國密西根州立大學教育碩士;國立政治大學教育系學士;淡江大學學務長、淡江大學教心所專任教授、高等教育評鑑中心心理學門評鑑委員;
  ;",立法院OpenData,,
羅致政,新北市第七選舉區,民主進步黨,Y,Y,1964-11-17,55,http://www.ly.gov.tw/Images/Legislators/90108.jpg,https://zh.wikipedia.org/wiki/羅致政,https://www.facebook.com/voteforlo/,美國加州大學洛杉磯分校(UCLA)政治學博士;國立政治大學外交學系學士;,立法院OpenData,新台灣國策智庫執行長;蔡英文競選新北市長總部政策部主任兼發言人;東吳大學政治學系主任;外交部研究設計委員會主委;民主進步黨新北市黨部主委;國策研究院執行長;民視「台灣看天下」節目主持人;公共電視「全球現場」節目主持人;台灣社秘書長;民主進步黨中央黨部國際部,立法院OpenData,,
吳達偉,新北市第七選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/70247267_101374027938731_3192735532291457024_o.jpg?_nc_cat=105&_nc_oc=AQkIucAQ9KBoiEaFhiCey00qgoXuXcAZFJaR3nIyI-wxHyOQwH_z-2XhbEm6QxuwQrYp3-mwzmEl6G48cbOCzpLi&_nc_ht=scontent.ftpe7-4.fna&oh=a43cd6e1d5a952afed92d6c694805402&oe=5E5016DB,,https://www.facebook.com/Z9forTW,,,,,,
黃足貞,新北市第七選舉區,無黨籍,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/71383413_127722458610915_1727434111284412416_o.jpg?_nc_cat=109&_nc_oc=AQmM2UVlhbWMUN_lDtT9muqdeq_-Hn826p_8GSQ5yUEZLNO-hS1FBwXBkYTrsW7YjHodIm6tJDbK5F0H0SOV63cS&_nc_ht=scontent.ftpe7-2.fna&oh=e881209e4dbc93bcdb8e9d808ab12804&oe=5E436F9D,,https://www.facebook.com/%E6%9D%BF%E6%A9%8B%E9%98%BF%E8%B2%9E-114772999905861/,,,,,,
邱烽堯,新北市第八選舉區,中國國民黨,N,N,1973-10-03,46,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/66864932_2785492198144931_2724150279560757248_n.jpg?_nc_cat=102&_nc_oc=AQm4HGALC_DDRCD1FlhljjIVZB2FSJYPFkOdUwBsdN1goiouzV77xHppY_UEwg5ZM2o0PubhH5IXovPSxtGwzDjD&_nc_ht=scontent.ftpe7-3.fna&oh=f64a9fe042c52ee604108e7b7131fa43&oe=5E41A003,https://zh.wikipedia.org/wiki/邱烽堯,https://www.facebook.com/chiufengyao/,,,,,,
江永昌,新北市第八選舉區,民主進步黨,Y,Y,1969-10-22,50,http://www.ly.gov.tw/Images/Legislators/90008.jpg,https://zh.wikipedia.org/wiki/江永昌,https://www.facebook.com/iamyungchang/,中和國小;海山國中;建國高中;中興大學物理學士;臺灣師範大學政治學研究所碩士;,立法院OpenData,"臺灣大學工業工程研究所碩士;台北大學法律學院研究專班;第2屆新北市議員;第1屆新北市議員暨黨團幹事長;第16屆臺北縣議員;中和市市民代表;立委趙永清國會助理;凱達格蘭學校校友會監事;陽光之友協會理事長;紅十字會新北市分會副會長;新北市義消第七大隊幹事;
 ",立法院OpenData,,
李國憲,新北市第八選舉區,安定力量,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/71954149_125848442151818_1774988075085070336_o.jpg?_nc_cat=107&_nc_oc=AQkX8yBfEyOMQpZUQAHyzT4b5xu3meLWvIpMIDyXqmXx3JwAtcq6OGXVY75IBersy_hAyCxfWAnfoM-VY0vv8L78&_nc_ht=scontent.ftpe7-4.fna&oh=41178be2f6caa74db6f67e4073021140&oe=5E40F10D,,https://www.facebook.com/QBarDurmasLee/,,,,,,
林德福,新北市第九選舉區,中國國民黨,Y,Y,,,http://www.ly.gov.tw/Images/Legislators/90033.jpg,https://zh.wikipedia.org/wiki/林德福_,https://www.facebook.com/lintefu/,臺北縣立頂溪國小畢業;臺灣省立板橋中學畢業;私立開南高級商工職業學校畢業;,立法院OpenData,"臺北縣永和市第3屆市民代表;臺北縣永和市第4屆代表會副主席;臺北縣永和市第5、6屆市長;臺北縣鄉鎮市長聯誼會會長;新北市立新店高中文教基金會董事長;中華民國第5、6、7、8屆立法委員;開南大學副董事長;國立政治大學法律實務班結業;
  ;",立法院OpenData,,
蔡沐霖,新北市第九選舉區,民主進步黨,N,N,1983-04-18,37,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/70403532_115908973139510_1832750128176300032_n.jpg?_nc_cat=102&_nc_oc=AQkDCJUc6FuJepCFFVyVCwuL2RqiDPn3hga-Fi56xNJAC61iH5EbhPjYCuy9tcKSRHgzZVyoTAgyFHRqN4wzvDCU&_nc_ht=scontent.ftpe7-3.fna&oh=ac7cb201ead1e07db9dbb968696b625e&oe=5E8CFB4A,https://zh.wikipedia.org/wiki/蔡沐霖,https://www.facebook.com/MuLinTsai2020/,,,,,,
楊智淵,新北市第九選舉區,一邊一國行動黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/75032047_101419554623543_8591104395062542336_n.jpg?_nc_cat=103&_nc_oc=AQn63H-5pkTMUfPkdext1nbbOZtVVjRrzzcDAdQV_cuH37YqcALlXHp7ZRhkp1TcJQb6yCLeMVkOqFtS74RPwtYw&_nc_ht=scontent.ftpe7-3.fna&oh=b6881a3a772c9e653f9e2a8f973ac543&oe=5E4D242D,,https://www.facebook.com/%E6%A5%8A%E6%99%BA%E6%B7%B5-%E5%8F%8D%E5%85%B1%E6%9C%80%E5%89%8D%E7%B7%9A-101414597957372/,,,,,,
陳愷寧,新北市第九選舉區,台灣維新,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/73495156_494289294760132_1540043721792290816_o.jpg?_nc_cat=110&_nc_oc=AQkMYMSE2pMeZW6sAxIJn2TFymz4Zn-_wuJ2BcY4RczqCmPrFHLbzmVMcSuaeTDXCQ_HkPp2TETwt4zgrphSPxKy&_nc_ht=scontent.ftpe7-1.fna&oh=ed7cddd68ed8fbd4867a4cb16091c566&oe=5E5958A5,,https://www.facebook.com/%E9%99%B3%E6%84%B7%E5%AF%A7-428967124625683/,,,,,,
林金結,新北市第十選舉區,中國國民黨,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t31.0-8/10514422_696891597055871_5474282400467898983_o.jpg?_nc_cat=107&_nc_oc=AQnZ7RQYP73FuNCmB56ZdaPZtjAbxwB-65etz3eD19w6sroFLbEXds0f8A9cC2JJl4ZYjiE-fX0HYcmzaEC2b9M0&_nc_ht=scontent.ftpe7-4.fna&oh=786b2750bf4850ec16835985fef5137e&oe=5E56406C,,https://www.facebook.com/%E6%9E%97%E9%87%91%E7%B5%90-659037314174633/,,,,,,
吳琪銘,新北市第十選舉區,民主進步黨,Y,Y,1963-02-24,57,http://www.ly.gov.tw/Images/Legislators/90017.jpg,https://zh.wikipedia.org/wiki/吳琪銘,https://www.facebook.com/wuqiming519/,德霖技術學院畢;,立法院OpenData,2002年土城市民代表;2004年任務型國代;2005年當選第16屆臺北縣議員;2010年當選新北市第1屆市議員;2013、2014年擔任議會教育召集人;2014年當選新北市第2屆市議員;新北市消防局義勇消防隊第5大隊大隊長;土城區雲林同鄉會創會長;新北市,立法院OpenData,,
楊詩龍,新北市第十選舉區,喜樂島聯盟,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/72045293_130204998370135_6978428442672889856_n.jpg?_nc_cat=103&_nc_oc=AQmRduCuTVdj9Kcs3-xYYi89wSEyqvrtpjC5qjq055Es9_N5bTjtZ5NpbOlCtn7Jg6Itq6eREf-dyRxboqyFywkY&_nc_ht=scontent.ftpe7-3.fna&oh=a22c72e76392eccdc25213c9a2c734f5&oe=5E864675,,https://www.facebook.com/taxbymywill/,,,,,,
李縉穎,新北市第十選舉區,無黨籍,N,N,1985-01-08,35,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/71486881_123619225703054_2585401519977267200_n.jpg?_nc_cat=104&_nc_oc=AQk7eu1yeEEVTrw2OCJ3yGfbN9QCeIK35jlBXfilyKqaLhNSdBM9Ihx-bVoRk6Ak2Z8KM_o7t4hhb-8l0hp2nX05&_nc_ht=scontent.ftpe7-2.fna&oh=6133b334827cae6ccb87825ca462ab16&oe=5E3F6AA3,https://zh.wikipedia.org/wiki/李縉穎,https://www.facebook.com/LeeChinYing/,,,,,,
羅明才,新北市第十一選舉區,中國國民黨,Y,Y,1967-01-15,53,http://www.ly.gov.tw/Images/Legislators/90107.jpg,https://zh.wikipedia.org/wiki/羅明才,https://www.facebook.com/mtlo.tw/,美國華盛頓城市大學企業管理碩士;致理商專(現升格科技大學)企業管理系畢;,立法院OpenData,"國民大會主席團主席;國民黨中央委員;立法院財政委員會召集委員;立法院經濟委員會召集委員;立法院國民黨團副書記長;臺北縣體育會理事長;臺北縣彰化同鄉會理事長;救國團新北市團委會指導委員;
  ;",立法院OpenData,,
張銘祐,新北市第十一選舉區,民主進步黨,N,N,1984-07-17,35,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/70978127_2433188376718219_8238350196942045184_n.jpg?_nc_cat=111&_nc_oc=AQng2H_MSKyiO5gJvpSG4tABU6VkTOSFi7NrVnu8QPx5dS0C3UjYXgNjkyVdx15EbFy1VXjvkQbqVEJ-aECILSVi&_nc_ht=scontent.ftpe7-2.fna&oh=6571f8aa5a1080039927eef1a635b258&oe=5E562340,https://zh.wikipedia.org/wiki/張銘祐,https://www.facebook.com/mingyu19840717/,,,,,,
李永萍,新北市第十二選舉區,中國國民黨,N,Y,1964-07-23,55,http://www.ly.gov.tw/Images/Legislators/ly1000_6_00037_15f.jpg,https://zh.wikipedia.org/wiki/李永萍,https://www.facebook.com/LeeYongping2019/,美國紐約大學新聞碩士;教育部公費留學考大眾傳播科第一名;臺灣大學外文學系畢業;北一女畢業;私立衛理女中畢業;北市中山國小畢業;,立法院OpenData,第五屆立法委員;立法院第五屆第六會期「教育及文化委員會」召集委員;立法院「科技及資訊委員會」委員;立法院「防治性暴力修法聯盟」副召集人;立法院「SARS防治及紓困暨監督委員會」委員;立法院「文化立法推動聯盟」成員;立法院「數位匯流立法推動聯盟」成員;立法院,立法院OpenData,,
賴品妤,新北市第十二選舉區,民主進步黨,N,N,1992-03-02,28,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/72814528_138528834214403_437515124303986688_o.jpg?_nc_cat=110&_nc_oc=AQkJiQ6sv6bPl-Eksmb5TRtSl8mU9-HVikmHFV67_P2Ry_6aWTKiqgPFFK2L9XVCEfqgGFyiqYut6rqlorPajG1c&_nc_ht=scontent.ftpe7-1.fna&oh=8d1663a479f1a2b898ae4ca980cfa265&oe=5E4ED442,https://zh.wikipedia.org/wiki/賴品妤,https://www.facebook.com/LaiPinYuSouichi/,,,,,,
孫繼正,新北市第十二選舉區,安定力量,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/75375537_2534668916617806_1315063731280936960_n.jpg?_nc_cat=110&_nc_oc=AQny9W77T_ViDDM8rUikuPkrkuQR1HtQ2_kY3kWdAx21acWwigRm7HncrTNgdnzGWcdx46dC2FoHFvHGn5nAELlB&_nc_ht=scontent.ftpe7-1.fna&oh=a34ba2beb27b51f9456cb1c14688f87d&oe=5E3EA49F,,https://www.facebook.com/SJZ2020/,,,,,,
賴嘉倫,新北市第十二選舉區,時代力量,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/70557413_130307024998037_1886661326474838016_o.jpg?_nc_cat=101&_nc_oc=AQlTMnmz3zrZ8aBwORY8b6E9z0EwPHLWD8uYIB5Y0vJEom-LhQG3WiLSxrxTPctEy8dAbtZ0A35SxnAJBh87Jzy3&_nc_ht=scontent.ftpe7-4.fna&oh=83d4c1372a4eb13d6ba9a49c991bc942&oe=5E4F0790,,https://www.facebook.com/GoGoAlan2020/,,,,,,
周武榮,新北市第十二選舉區,無黨籍,N,N,,,,,,,,,,,
陳根德,桃園市第一選舉區,中國國民黨,N,Y,1956-01-18,64,http://www.ly.gov.tw/Images/Legislators/80063.jpg,https://zh.wikipedia.org/wiki/陳根德,https://www.facebook.com/kentechen/,私立元智大學社會暨政策科學研究所畢業;,立法院OpenData,"第7屆立法委員;救國團桃園縣主任委員;桃園縣義警大隊長;桃園農工崇學基金會董事長;台灣省義勇人員安全濟助基金會董事;曾任第4、5、6屆立法委員;桃園縣議會議長;中華民國及桃園縣後備憲兵荷松協會理事長;桃園縣體育會理事長;桃園縣民眾服務社理事長;
  ;",立法院OpenData,,
鄭運鵬,桃園市第一選舉區,民主進步黨,Y,Y,1973-06-02,46,http://www.ly.gov.tw/Images/Legislators/90096.jpg,https://zh.wikipedia.org/wiki/鄭運鵬,,臺北市立福星國民小學;私立延平中學直升部;國立臺灣大學土木工程學系畢業;,立法院OpenData,"高雄市政府工務局機要秘書;謝長廷高雄市長競選總部發言人兼政務部主任;民主進步黨文宣部主任;第6屆立法委員;民主進步黨網路部主任;民主進步黨組織部主任;民主進步黨發言人;
  ;",立法院OpenData,,
陳泓維,桃園市第一選舉區,台灣民眾黨,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/72490251_750212352107389_371748480533659648_n.png?_nc_cat=106&_nc_oc=AQkZA1AD-MFrF0MBEUWwes3anm3fmAcYjwFBGqTA1TElFEhKEDjQvUffZpv-hogSGIsFWP-ZTYt8Rl5YCJ_Fx9ZA&_nc_ht=scontent.ftpe7-1.fna&oh=a16f36b83025f3c728ecbe93b91fe4a8&oe=5E4F0930,,https://www.facebook.com/LAG555/,,,,,,
吳志揚,桃園市第二選舉區,中國國民黨,Y,Y,1969-02-08,51,http://www.ly.gov.tw/Images/Legislators/90013.jpg,https://zh.wikipedia.org/wiki/吳志揚_,https://www.facebook.com/johnwu1969/,哈佛大學法學碩士;臺灣大學法律研究所碩士;臺灣大學法律系畢業;,立法院OpenData,"中華職業棒球大聯盟會長;桃園縣長;第6、7屆立法委員;中原大學、台灣警專榮譽教授;執業律師;
  ;",立法院OpenData,,
黃世杰,桃園市第二選舉區,民主進步黨,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/71188970_403006560281591_4929650599198195712_n.jpg?_nc_cat=110&_nc_oc=AQlNmSZ7o8U0K2jRQ6R-DTNHlYQIqffAe8fvogDFh4Ax9ZUhlsQwaw4lfIc1m_j4GZpIiqqR6U4Q1uVHqBAHZ3EW&_nc_ht=scontent.ftpe7-1.fna&oh=5e707535b0e33572bfd597eeaa77871d&oe=5E47D7CC,https://zh.wikipedia.org/wiki/黃世傑,https://www.facebook.com/SCHuangLawyer/,,,,,,
吳文凱,桃園市第二選舉區,台灣維新,N,N,,,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/71513175_115328503203627_6095738557979164672_o.jpg?_nc_cat=111&_nc_oc=AQmrcfZ-WsHh9oGDLIEjSmJbnYtm87pMVt7la7vTsBR8N9TkUUcsh6tUjvK-NtflYFQwC0-PF5p8UqXUjekLH9GZ&_nc_ht=scontent.ftpe7-2.fna&oh=0658a55e55ba51f316fc85001873b908&oe=5E566208,,https://www.facebook.com/nationdoctor/,,,,,,
魯明哲,桃園市第三選舉區,中國國民黨,N,N,1963-12-04,56,https://scontent.ftpe7-2.fna.fbcdn.net/v/t1.0-9/72032932_402545647010497_5050311567871049728_o.jpg?_nc_cat=109&_nc_oc=AQmORt_mR_LLS-kr8zZ5i-UM9DxiKrIqaSKQRxgCQEiUvEdUTzAvbZjWFesqBYKtklWZGYvMv4ori3FebVK871rk&_nc_ht=scontent.ftpe7-2.fna&oh=c8a2067aecdd33cf3b93f841866db919&oe=5E5C9836,https://zh.wikipedia.org/wiki/魯明哲,https://www.facebook.com/taoyuan.jackru/,,,,,,
彭俊豪,桃園市第三選舉區,民主進步黨,N,N,,,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/71750248_1761311914012884_5478003333169938432_n.jpg?_nc_cat=108&_nc_oc=AQkzhL_EtTSSdcLcOJCha6B87jgj6kA1vOdTccJY2_A9eMwtuRDey7ZO6mFEGAtzCRw8-neTHPFoCI4sMlmTRUcF&_nc_ht=scontent.ftpe7-3.fna&oh=e9517b04693cb27f3e0c98493b530c7b&oe=5E8CFB72,https://zh.wikipedia.org/wiki/彭俊豪,https://www.facebook.com/pengwintaoyuan/,,,,,,
林佳瑋,桃園市第三選舉區,時代力量,N,N,,,https://scontent.ftpe7-4.fna.fbcdn.net/v/t1.0-9/67683744_469569870290344_4206558220300320768_n.jpg?_nc_cat=105&_nc_oc=AQlDpurbF_yxhFrn-DvYLPsaj23SzstXNyV3f3w_28KjjETYko9vDqsw_q9YAAPKodsjn5NZiftmuX07g_LBYYW9&_nc_ht=scontent.ftpe7-4.fna&oh=acb55f37c3b6db34c3bcf3b2c2c07329&oe=5E433F1E,,https://www.facebook.com/cwfor2020/,,,,,,
萬美玲,桃園市第四選舉區,中國國民黨,N,N,1969-09-25,50,https://scontent.ftpe7-3.fna.fbcdn.net/v/t1.0-9/67742857_2486296171452741_5277973052494184448_n.png?_nc_cat=108&_nc_oc=AQmDlgTHFJzc2gDlpLbc4mBENUvEClSZN_JifMFCDouxS2O-biz_74ePbvnuJc2t6Ea9mAJX8Uxyzy01vbHTmx2V&_nc_ht=scontent.ftpe7-3.fna&oh=8a45f96109e1abad774a01cc4916f653&oe=5E8A7A67,https://zh.wikipedia.org/wiki/萬美玲,https://www.facebook.com/wanmeiling.tw/,,,,,,
鄭寶清,桃園市第四選舉區,民主進步黨,Y,Y,1955-01-10,65,http://www.ly.gov.tw/Images/Legislators/90098.jpg,https://zh.wikipedia.org/wiki/鄭寶清,https://www.facebook.com/boching520/,國立中央大學管理學博士;國立中興大學法學碩士;國立中興大學行政系學士;,立法院OpenData,"桃園航空城公司董事長;台鹽董事長;崇右技術學院副校長、教授;立法院民主進步黨黨團總召;第3、4屆立法委員;第二屆國大代表;民主進步黨中執委、中常委;民進黨桃園縣黨部主委;
  ;",立法院OpenData,,
林國政,桃園市第四選舉區,國會政黨聯盟,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/46861954_719149345132861_5353511335273431040_n.jpg?_nc_cat=110&_nc_oc=AQkchBd6bUYl_JE-rtIhyDSFW7zBkrQSiLgF9wMNjUhgV1ucXsZ9PoBd7hLpgb0J-zLxKs1TbtPM2M-gA_ayvioq&_nc_ht=scontent.ftpe7-1.fna&oh=299d9aee68a801f6de92af79675c1bef&oe=5E43DFAC,,https://www.facebook.com/taoyuan.goodbaba,,,,,,
呂玉玲,桃園市第五選舉區,中國國民黨,Y,Y,1961-06-19,58,http://www.ly.gov.tw/Images/Legislators/90018.jpg,https://zh.wikipedia.org/wiki/呂玉玲,https://www.facebook.com/yuling616/,桃園創新技術學院企業管理科;桃園市育達高中;桃園市中壢國中;桃園市中壢國小;,立法院OpenData,中華民國第8屆立法委員;中國國民黨第19屆中央委員;中國國民黨桃園市平鎮區委員會主任委員;珍珠國際同濟會第10屆會長;桃園市守望相助大隊平鎮中隊長;國立中央大學客家學院平鎮客家書院執行委員;桃園市體育會划船委員會主任委員;桃園市平鎮區槌球推廣協會理事長;婦,立法院OpenData,,
蔣絜安,桃園市第五選舉區,民主進步黨,Y,Y,1968-07-07,51,http://www.ly.gov.tw/Images/Legislators/90118.jpg,https://zh.wikipedia.org/wiki/蔣絜安,https://www.facebook.com/ChiangChiehAn/,國立中央大學客家學院社會科學碩士;國立臺灣大學國家發展研究所法學碩士;國立中央大學客家學院客家研究博士班;,立法院OpenData,"立法院第九屆民進黨不分區立法委員;口袋國會評鑑「全院整體多元表現優質委員」和「內政委員會優質委員」;桃園市政府客家事務局局長;國際拼布藝術創作家;中廣、華視、民視等媒體記者、主播、主持人;客家委員會諮詢委員、客語薪傳師;國立臺灣大學客家研究中心顧問;
  ",立法院OpenData,,
張誠,桃園市第五選舉區,國會政黨聯盟,N,N,,,https://scontent.ftpe7-1.fna.fbcdn.net/v/t1.0-9/75398254_2528320034089391_6665444550791659520_n.png?_nc_cat=100&_nc_oc=AQlKCay7Tsz7mP3WZ8MBfWZArTMLaKIGIDBTuPN0y86lfeekuzfzZTcnbv_TMsqLrmHiCBey4wivt_mLk_43pv01&_nc_ht=scontent.ftpe7-1.fna&oh=ffaea7f847b6e56f4b791bec69f32d90&oe=5E3F4A2C,,https://www.facebook.com/PhDChang/,,,,,,
黃國華,桃園市第五選舉區,一邊一國行動黨,N,N,,,,,,,,,,,
陳學聖,桃園市第六選舉區,中國國民黨,Y,Y,1957-09-28,62,http://www.ly.gov.tw/Images/Legislators/90070.jpg,https://zh.wikipedia.org/wiki/陳學聖,https://www.facebook.com/junglicity/,建國中學;國立臺灣大學政治學系學士;淡江大學中國大陸研究所碩士;,立法院OpenData,"第4、5、8屆立法委員;桃園縣政府文化局局長;中國國民黨桃園縣、市黨部主委;亞洲電台資深主持人;中華民國保護動物協會理事長;中華民國腦性麻痺協會理事長;中國時報撰述委員;
  ;",立法院OpenData,,
趙正宇,桃園市第六選舉區,無黨籍,Y,Y,1966-03-29,54,http://www.ly.gov.tw/Images/Legislators/90085.jpg,https://zh.wikipedia.org/wiki/趙正宇,https://www.facebook.com/JhengYuOfficeBlog,銘傳大學公共事務學系研究所碩士;,立法院OpenData,"桃園縣八德市公所秘書;桃園縣八德市民代表;桃園縣第15、16、17屆議員;桃園市第1屆議員;
  ;",立法院OpenData,,
